Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1723209306799,09/08/2024 13:15:06,1723198506799,-3,09/08/2024 07:15:06,183710,5,questionnaire-7y3d,,39469504,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,0,Debrief,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1723209309975,09/08/2024 13:15:09,1723198509975,-3,09/08/2024 07:15:09,183710,5,questionnaire-7y3d,,39469504,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,0,Debrief,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723248666752,10/08/2024 00:11:06,1723234266752,-4,09/08/2024 16:11:06,183710,5,questionnaire-7y3d,,39481720,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,Debrief,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1723248674957,10/08/2024 00:11:14,1723234274957,-4,09/08/2024 16:11:14,183710,5,questionnaire-7y3d,,39481720,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,Debrief,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723249029706,10/08/2024 00:17:09,1723231029706,-5,09/08/2024 14:17:09,183710,5,questionnaire-7y3d,,39481745,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Debrief,1,A_2PatInt_1AlexExt,,,,,info,,BEGIN,,,,,
2,1723249034326,10/08/2024 00:17:14,1723231034326,-5,09/08/2024 14:17:14,183710,5,questionnaire-7y3d,,39481745,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Debrief,1,A_2PatInt_1AlexExt,,,,,info,,END,,,,,
1,1723249288404,10/08/2024 00:21:28,1723224088404,-7,09/08/2024 10:21:28,183710,5,questionnaire-7y3d,,39481780,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,Debrief,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1723249291267,10/08/2024 00:21:31,1723224091267,-7,09/08/2024 10:21:31,183710,5,questionnaire-7y3d,,39481780,wbek67gd,11566074,,complete,mfaqap,,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1536x864,1528x714,,,0,Debrief,1,A_1AlexExt_2PatInt,,,,,info,,END,,,,,
1,1723249340834,10/08/2024 00:22:20,1723234940834,-4,09/08/2024 16:22:20,183710,5,questionnaire-7y3d,,39481786,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,Debrief,1,A_1AlexExt_2PatInt,,,,,info,,BEGIN,,,,,
2,1723249359087,10/08/2024 00:22:39,1723234959087,-4,09/08/2024 16:22:39,183710,5,questionnaire-7y3d,,39481786,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,Debrief,1,A_1AlexExt_2PatInt,,,,,info,,END,,,,,
