Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1723207798922,09/08/2024 12:49:58,1723196998922,-3,09/08/2024 06:49:58,183710,5,task-pman,,39468910,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1723207800214,09/08/2024 12:50:00,1723197000214,-3,09/08/2024 06:50:00,183710,5,task-pman,,39468910,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,1,chat2,Screen 2,o6hbif,1,continue,,1298.1860000000006,1282.4860000000003,1298.1860000000006,1298.1860000000006,1282.4860000000003,1298.1860000000006,1,1298.1860000000006,0,0,,Click To Continue,Continue Button,2,object-67,chat2,
3,1723208489833,09/08/2024 13:01:29,1723197689833,-3,09/08/2024 07:01:29,183710,5,task-pman,,39468910,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,1,chat2,Screen 1,xvlh72,2,continue,,689612.899999988,689597.7,689612.899999988,689612.899999988,689597.7,689612.899999988,1,689612.899999988,0,0,,Click To Continue,Completed button,2,object-74,chat2,
4,1723208494516,09/08/2024 13:01:34,1723197694516,-3,09/08/2024 07:01:34,183710,5,task-pman,,39468910,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,4444,2600.0999999999767,4683.5,4699.800000011921,2600.0999999999767,4683.5,4699.800000011921,1,2600.0999999999767,2099.700000011944,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1723208494517,09/08/2024 13:01:34,1723197694517,-3,09/08/2024 07:01:34,183710,5,task-pman,,39468910,qjfcjofe,11563802,,complete,tzyeyb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1374x754,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1723247288402,09/08/2024 23:48:08,1723229288402,-5,09/08/2024 13:48:08,183710,5,task-pman,,39481536,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1723247294377,09/08/2024 23:48:14,1723229294377,-5,09/08/2024 13:48:14,183710,5,task-pman,,39481536,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,1,chat2,Screen 2,o6hbif,1,continue,,5993.969999999999,5982.769999999999,5993.969999999999,5993.969999999999,5982.769999999999,5993.969999999999,1,5993.969999999999,0,0,,Click To Continue,Continue Button,2,object-67,chat2,
3,1723248017036,10/08/2024 00:00:17,1723230017036,-5,09/08/2024 14:00:17,183710,5,task-pman,,39481536,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,1,chat2,Screen 1,xvlh72,2,continue,,722669.900000286,722666.1,722669.900000286,722669.900000286,722666.1,722669.900000286,1,722669.900000286,0,0,,Click To Continue,Completed button,2,object-74,chat2,
4,1723248019025,10/08/2024 00:00:19,1723230019025,-5,09/08/2024 14:00:19,183710,5,task-pman,,39481536,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,1,completionCode2,Screen 1,vdaeaw,1,response,4263,1349.7999999999302,1983.0999999999767,1993.800000286079,1349.7999999999302,1983.0999999999767,1993.800000286079,1,1349.7999999999302,644.0000002861489,0,,Single Text Entry,Single Text Entry,1,object-84,completionCode2,
5,1723248019026,10/08/2024 00:00:19,1723230019026,-5,09/08/2024 14:00:19,183710,5,task-pman,,39481536,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A) (Exp2),8,A_2PatInt_1AlexExt,chat2,chat2,,,,,,info,END,,,,,,,0,,,,,,,,,,
