Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1723247271480,09/08/2024 23:47:51,1723229271480,-5,09/08/2024 13:47:51,183710,5,task-5xl3,,39481535,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A),2,A_2PatInt_1AlexExt,intro,intro,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1723247282775,09/08/2024 23:48:02,1723229282775,-5,09/08/2024 13:48:02,183710,5,task-5xl3,,39481535,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A),2,A_2PatInt_1AlexExt,intro,intro,1,introduction,Screen 1,kjt9m9,1,continue,,11306.960000286103,11299.06,11306.960000286103,11306.960000286103,11299.06,11306.960000286103,1,11306.960000286103,0,0,,Click To Continue,Continue Button,2,object-9,introduction,
3,1723247282779,09/08/2024 23:48:02,1723229282779,-5,09/08/2024 13:48:02,183710,5,task-5xl3,,39481535,e0mve7sw,11566059,,complete,ndqpdh,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,2133x1050,,,0,Task (Counterbalance A),2,A_2PatInt_1AlexExt,intro,intro,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1723247509571,09/08/2024 23:51:49,1723233109571,-4,09/08/2024 15:51:49,183710,5,task-5xl3,,39481562,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance A),2,A_1AlexExt_2PatInt,intro,intro,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1723247527849,09/08/2024 23:52:07,1723233127849,-4,09/08/2024 15:52:07,183710,5,task-5xl3,,39481562,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance A),2,A_1AlexExt_2PatInt,intro,intro,1,introduction,Screen 1,kjt9m9,1,continue,,18288.099999809267,18284.4,18288.099999809267,18288.099999809267,18284.4,18288.099999809267,1,18288.099999809267,0,0,,Click To Continue,Continue Button,2,object-9,introduction,
3,1723247527852,09/08/2024 23:52:07,1723233127852,-4,09/08/2024 15:52:07,183710,5,task-5xl3,,39481562,k7zbohhu,11566066,,complete,buzgvb,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 127.0.0.0,1440x900,1440x813,,,0,Task (Counterbalance A),2,A_1AlexExt_2PatInt,intro,intro,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1723247547648,09/08/2024 23:52:27,1723233147648,-4,09/08/2024 15:52:27,183710,5,task-5xl3,,39481567,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,Task (Counterbalance A),2,A_2PatInt_1AlexExt,intro,intro,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1723247562691,09/08/2024 23:52:42,1723233162691,-4,09/08/2024 15:52:42,183710,5,task-5xl3,,39481567,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,Task (Counterbalance A),2,A_2PatInt_1AlexExt,intro,intro,1,introduction,Screen 1,kjt9m9,1,continue,,15084.361000000003,15067.694000000001,15084.361000000003,15084.361000000003,15067.694000000001,15084.361000000003,1,15084.361000000003,0,0,,Click To Continue,Continue Button,2,object-9,introduction,
3,1723247562708,09/08/2024 23:52:42,1723233162708,-4,09/08/2024 15:52:42,183710,5,task-5xl3,,39481567,3lup8tv8,11566067,,complete,asghtd,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x617,,,0,Task (Counterbalance A),2,A_2PatInt_1AlexExt,intro,intro,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1723247586301,09/08/2024 23:53:06,1723222386301,-7,09/08/2024 09:53:06,183710,5,task-5xl3,,39481576,vrlc5put,11566069,,complete,sldyjd,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x911,,,0,Task (Counterbalance A),2,A_2PatInt_1AlexExt,intro,intro,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
