"quest","effect","Std_Coefficient","Std_Coefficient_CI_low","Std_Coefficient_CI_high","p"
"chat-again","Self-Antiself",0.638909327060678,0.374029630411902,0.903789023709454,3.80467219076871e-06
"different","Self-Antiself",-0.697719715503936,-0.959668474717678,-0.435770956290194,3.88423675407461e-07
"distant","Self-Antiself",-0.708875569104839,-0.970235315153904,-0.447515823055772,2.45229811633863e-07
"enjoy","Self-Antiself",0.679892045813533,0.417024055804439,0.942760035822627,7.95408724872549e-07
"similar","Self-Antiself",0.815319866601021,0.560129786764162,1.07050994643788,1.91175097241208e-09
"understood","Self-Antiself",0.72469910330351,0.464193196133617,0.985205010473402,1.25784794462003e-07
