Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-iuov,randomiser-bl99,Randomise questionnaire elements?,Question Key,Response
13,1700588023449,21/11/2023 17:33:43,1700588023044,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-1-quantised,6
14,1700588023449,21/11/2023 17:33:43,1700588023044,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-2,2. Disagree moderately
15,1700588023449,21/11/2023 17:33:43,1700588023044,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-2-quantised,2
16,1700588023449,21/11/2023 17:33:43,1700588023044,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-3,7. Agree Strongly
17,1700588023449,21/11/2023 17:33:43,1700588023044,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-3-quantised,7
18,1700588023449,21/11/2023 17:33:43,1700588023044,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-4,2. Disagree moderately
19,1700588023449,21/11/2023 17:33:43,1700588023044,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-4-quantised,2
20,1700588023449,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-5,5. Agree a little
21,1700588023449,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-5-quantised,5
22,1700588023449,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-6,3. Disagree a little
23,1700588023602,21/11/2023 17:33:43,1700588023045,-5,21/11/2023 12:33:43,132936,24,questionnaire-mcfk,,33107565,aufyoxcq,9804125,,complete,upwdhd,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1365x801,,,,BFI10,3,BA,2,No,response-6-quantised,3
