Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet
1,1725542652692,05/09/2024 13:24:12,1725524652692,-5,05/09/2024 03:24:12,183710,6,task-p97z,,39896478,kxnpw1gv,11665637,,complete,ykpvmh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1536x864,1536x778,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1725542665892,05/09/2024 13:24:25,1725524665892,-5,05/09/2024 03:24:25,183710,6,task-p97z,,39896478,kxnpw1gv,11665637,,complete,ykpvmh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1536x864,1536x778,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 2,66299v,1,continue,,13198.29999999993,13198.29999999993,13198.29999999993,13198.29999999993,13198.29999999993,13198.29999999993,1,13198.29999999993,0,0,,Click To Continue,Continue Button,2,object-63,chat1,
3,1725543389841,05/09/2024 13:36:29,1725525389841,-5,05/09/2024 03:36:29,183710,6,task-p97z,,39896478,kxnpw1gv,11665637,,complete,ykpvmh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1536x864,1536x778,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 1,qf5pcz,2,continue,,723950,723950,723950,723950,723950,723950,1,723950,0,0,,Click To Continue,Completed chat text,2,object-68,chat1,
4,1725543397781,05/09/2024 13:36:37,1725525397781,-5,05/09/2024 03:36:37,183710,6,task-p97z,,39896478,kxnpw1gv,11665637,,complete,ykpvmh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1536x864,1536x778,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,completionCode1,Screen 1,oj56ag,1,response,7381,5554.5,7936.100000000093,7936.100000000093,5554.5,7936.100000000093,7936.100000000093,1,5554.5,2381.600000000093,0,,Single Text Entry,Single Text Entry,1,object-81,completionCode1,
5,1725543397784,05/09/2024 13:36:37,1725525397784,-5,05/09/2024 03:36:37,183710,6,task-p97z,,39896478,kxnpw1gv,11665637,,complete,ykpvmh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1536x864,1536x778,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1725542867282,05/09/2024 13:27:47,1725546467282,1,05/09/2024 15:27:47,183710,6,task-p97z,,39896544,z7alcf7h,11665717,,complete,uwlbxo,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1512x982,1396x744,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1725542869870,05/09/2024 13:27:49,1725546469870,1,05/09/2024 15:27:49,183710,6,task-p97z,,39896544,z7alcf7h,11665717,,complete,uwlbxo,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1512x982,1396x744,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 2,66299v,1,continue,,787704.6,787704.6,787704.6,787704.6,787704.6,787704.6,1,787704.6,0,0,,Click To Continue,Continue Button,2,object-63,chat1,
3,1725543620101,05/09/2024 13:40:20,1725547220101,1,05/09/2024 15:40:20,183710,6,task-p97z,,39896544,z7alcf7h,11665717,,complete,uwlbxo,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1512x982,1396x744,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 1,qf5pcz,2,continue,,728709.7999999999,728709.7999999999,728709.7999999999,728709.7999999999,728709.7999999999,728709.7999999999,1,728709.7999999999,0,0,,Click To Continue,Completed chat text,2,object-68,chat1,
4,1725543624995,05/09/2024 13:40:24,1725547224995,1,05/09/2024 15:40:24,183710,6,task-p97z,,39896544,z7alcf7h,11665717,,complete,uwlbxo,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1512x982,1396x744,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,completionCode1,Screen 1,oj56ag,1,response,9893,2591.600000000093,4891.600000000093,4891.600000000093,2591.600000000093,4891.600000000093,4891.600000000093,1,2591.600000000093,2300,0,,Single Text Entry,Single Text Entry,1,object-81,completionCode1,
5,1725543624996,05/09/2024 13:40:24,1725547224996,1,05/09/2024 15:40:24,183710,6,task-p97z,,39896544,z7alcf7h,11665717,,complete,uwlbxo,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1512x982,1396x744,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1729604038005,22/10/2024 13:33:58,1729586038005,-5,22/10/2024 03:33:58,183710,6,task-p97z,,40827627,mlvuiq7u,11913392,,complete,vrrsja,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1729604041752,22/10/2024 13:34:01,1729586041752,-5,22/10/2024 03:34:01,183710,6,task-p97z,,40827627,mlvuiq7u,11913392,,complete,vrrsja,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 2,66299v,1,continue,,3758.7000000089406,3753.7999999999997,3758.7000000089406,3758.7000000089406,3753.7999999999997,3758.7000000089406,1,3758.7000000089406,0,0,,Click To Continue,Continue Button,2,object-63,chat1,
3,1729604765863,22/10/2024 13:46:05,1729586765863,-5,22/10/2024 03:46:05,183710,6,task-p97z,,40827627,mlvuiq7u,11913392,,complete,vrrsja,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 1,qf5pcz,2,continue,,724108.8,724092.2000000001,724108.8,724108.8,724092.2000000001,724108.8,1,724108.8,0,0,,Click To Continue,Completed chat text,2,object-68,chat1,
4,1729604771261,22/10/2024 13:46:11,1729586771261,-5,22/10/2024 03:46:11,183710,6,task-p97z,,40827627,mlvuiq7u,11913392,,complete,vrrsja,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,completionCode1,Screen 1,oj56ag,1,response,3307,5288.599999999977,5405.5,5421.099999999977,5288.599999999977,5405.5,5421.099999999977,1,5288.599999999977,132.5,0,,Single Text Entry,Single Text Entry,1,object-81,completionCode1,
5,1729604771262,22/10/2024 13:46:11,1729586771262,-5,22/10/2024 03:46:11,183710,6,task-p97z,,40827627,mlvuiq7u,11913392,,complete,vrrsja,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x991,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,END,,,733226,,,,0,,,,,,,,,,
1,1725746498268,07/09/2024 22:01:38,1725732098268,-4,07/09/2024 14:01:38,183710,6,task-p97z,,39941485,3ccd518o,11675287,,complete,drkrgx,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1024x768,1137x767,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1725746501748,07/09/2024 22:01:41,1725732101748,-4,07/09/2024 14:01:41,183710,6,task-p97z,,39941485,3ccd518o,11675287,,complete,drkrgx,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1024x768,1137x767,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 2,66299v,1,continue,,960806,960806,960806,960806,960806,960806,1,960806,0,0,,Click To Continue,Continue Button,2,object-63,chat1,
3,1725747233215,07/09/2024 22:13:53,1725732833215,-4,07/09/2024 14:13:53,183710,6,task-p97z,,39941485,3ccd518o,11675287,,complete,drkrgx,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1024x768,1137x767,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 1,qf5pcz,2,continue,,731467.8,731467.8,731467.8,731467.8,731467.8,731467.8,1,731467.8,0,0,,Click To Continue,Completed chat text,2,object-68,chat1,
4,1725747240496,07/09/2024 22:14:00,1725732840496,-4,07/09/2024 14:14:00,183710,6,task-p97z,,39941485,3ccd518o,11675287,,complete,drkrgx,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1024x768,1137x767,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,completionCode1,Screen 1,oj56ag,1,response,7680,3483.0999999998603,7283,7283,3483.0999999998603,7283,7283,1,3483.0999999998603,3799.9000000001397,0,,Single Text Entry,Single Text Entry,1,object-81,completionCode1,
5,1725747240498,07/09/2024 22:14:00,1725732840498,-4,07/09/2024 14:14:00,183710,6,task-p97z,,39941485,3ccd518o,11675287,,complete,drkrgx,,computer,Desktop or Laptop,Linux x86_64,Chrome 120.0.0.0,1024x768,1137x767,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,END,,,,,,,0,,,,,,,,,,
1,1725636905805,06/09/2024 15:35:05,1725618905805,-5,06/09/2024 05:35:05,183710,6,task-p97z,,39924382,6qe9kijy,11671634,,complete,lvfdrx,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1280x1024,1272x908,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,
2,1725636909047,06/09/2024 15:35:09,1725618909047,-5,06/09/2024 05:35:09,183710,6,task-p97z,,39924382,6qe9kijy,11671634,,complete,lvfdrx,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1280x1024,1272x908,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 2,66299v,1,continue,,3244.70000000007,3244.70000000007,3244.70000000007,3244.70000000007,3244.70000000007,3244.70000000007,1,3244.70000000007,0,0,,Click To Continue,Continue Button,2,object-63,chat1,
3,1725637633464,06/09/2024 15:47:13,1725619633464,-5,06/09/2024 05:47:13,183710,6,task-p97z,,39924382,6qe9kijy,11671634,,complete,lvfdrx,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1280x1024,1272x908,,,0,Task (Counterbalance B) (Exp2),6,B_2AlexInt_1PatExt,chat1,chat1,1,chat1,Screen 1,qf5pcz,2,continue,,724418,724418,724418,724418,724418,724418,1,724418,0,0,,Click To Continue,Completed chat text,2,object-68,chat1,
