Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1725543833991,05/09/2024 13:43:53,1725547433991,1,05/09/2024 15:43:53,183710,6,questionnaire-7y3d,,39896742,z7alcf7h,11665717,,complete,uwlbxo,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1512x982,1396x744,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725543838890,05/09/2024 13:43:58,1725547438890,1,05/09/2024 15:43:58,183710,6,questionnaire-7y3d,,39896742,z7alcf7h,11665717,,complete,uwlbxo,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1512x982,1396x744,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725543595141,05/09/2024 13:39:55,1725525595141,-5,05/09/2024 03:39:55,183710,6,questionnaire-7y3d,,39896707,kxnpw1gv,11665637,,complete,ykpvmh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1536x864,1536x778,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725543599701,05/09/2024 13:39:59,1725525599701,-5,05/09/2024 03:39:59,183710,6,questionnaire-7y3d,,39896707,kxnpw1gv,11665637,,complete,ykpvmh,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1536x864,1536x778,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725543096605,05/09/2024 13:31:36,1725528696605,-4,05/09/2024 05:31:36,183710,6,questionnaire-7y3d,,39896593,x9f2ignh,11665605,,complete,lszozs,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1920x1080,2530x1038,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725543110006,05/09/2024 13:31:50,1725528710006,-4,05/09/2024 05:31:50,183710,6,questionnaire-7y3d,,39896593,x9f2ignh,11665605,,complete,lszozs,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 127.0.0.0,1920x1080,2530x1038,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725540133222,05/09/2024 12:42:13,1725518533222,-6,05/09/2024 00:42:13,183710,6,questionnaire-7y3d,,39895946,h0crc1xr,11665465,,complete,bixfth,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725540146382,05/09/2024 12:42:26,1725518546382,-6,05/09/2024 00:42:26,183710,6,questionnaire-7y3d,,39895946,h0crc1xr,11665465,,complete,bixfth,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725540243236,05/09/2024 12:44:03,1725525843236,-4,05/09/2024 04:44:03,183710,6,questionnaire-7y3d,,39895921,f9euxp0s,11665439,,complete,rhfprw,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1080x1920,1080x1831,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725540259799,05/09/2024 12:44:19,1725525859799,-4,05/09/2024 04:44:19,183710,6,questionnaire-7y3d,,39895921,f9euxp0s,11665439,,complete,rhfprw,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1080x1920,1080x1831,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725540105571,05/09/2024 12:41:45,1725525705571,-4,05/09/2024 04:41:45,183710,6,questionnaire-7y3d,,39895892,29q8rc6c,11665450,,complete,vkbugo,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725540107395,05/09/2024 12:41:47,1725525707395,-4,05/09/2024 04:41:47,183710,6,questionnaire-7y3d,,39895892,29q8rc6c,11665450,,complete,vkbugo,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725539955946,05/09/2024 12:39:15,1725525555946,-4,05/09/2024 04:39:15,183710,6,questionnaire-7y3d,,39895859,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725539959556,05/09/2024 12:39:19,1725525559556,-4,05/09/2024 04:39:19,183710,6,questionnaire-7y3d,,39895859,6zh6dfro,11665444,,complete,onmqio,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x960,1536x791,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725311516245,02/09/2024 21:11:56,1725293516245,-5,02/09/2024 11:11:56,183710,6,questionnaire-7y3d,,39847613,rsh6op56,11653598,,complete,afbbwm,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1024x820,1280x814,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725311521402,02/09/2024 21:12:01,1725293521402,-5,02/09/2024 11:12:01,183710,6,questionnaire-7y3d,,39847613,rsh6op56,11653598,,complete,afbbwm,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1024x820,1280x814,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725295922529,02/09/2024 16:52:02,1725277922529,-5,02/09/2024 06:52:02,183710,6,questionnaire-7y3d,,39844131,x05bq71t,11652900,,complete,lozfhx,,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x665,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725295934059,02/09/2024 16:52:14,1725277934059,-5,02/09/2024 06:52:14,183710,6,questionnaire-7y3d,,39844131,x05bq71t,11652900,,complete,lozfhx,,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x665,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725293958156,02/09/2024 16:19:18,1725279558156,-4,02/09/2024 08:19:18,183710,6,questionnaire-7y3d,,39843493,kr263rj6,11652702,,complete,pmpitt,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1280x720,1422x800,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725294003015,02/09/2024 16:20:03,1725279603015,-4,02/09/2024 08:20:03,183710,6,questionnaire-7y3d,,39843493,kr263rj6,11652702,,complete,pmpitt,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1280x720,1422x659,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725293291812,02/09/2024 16:08:11,1725271691812,-6,02/09/2024 04:08:11,183710,6,questionnaire-7y3d,,39843325,wcrd47xl,11652658,,complete,uacdqy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725293310843,02/09/2024 16:08:30,1725271710843,-6,02/09/2024 04:08:30,183710,6,questionnaire-7y3d,,39843325,wcrd47xl,11652658,,complete,uacdqy,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x937,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725287447870,02/09/2024 14:30:47,1725262247870,-7,02/09/2024 00:30:47,183710,6,questionnaire-7y3d,,39840284,xlcm02wm,11651689,,complete,tkqodp,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,810x1080,1080x707,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725287493592,02/09/2024 14:31:33,1725262293592,-7,02/09/2024 00:31:33,183710,6,questionnaire-7y3d,,39840284,xlcm02wm,11651689,,complete,tkqodp,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,810x1080,1080x707,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725282761350,02/09/2024 13:12:41,1725268361350,-4,02/09/2024 05:12:41,183710,6,questionnaire-7y3d,,39837931,yoy84cyu,11651466,,complete,ngseez,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x679,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,BEGIN,,,,,
2,1725282789633,02/09/2024 13:13:09,1725268389633,-4,02/09/2024 05:13:09,183710,6,questionnaire-7y3d,,39837931,yoy84cyu,11651466,,complete,ngseez,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x679,,,0,Debrief,1,B_2AlexInt_1PatExt,,,,,info,,END,,,,,
1,1725280793619,02/09/2024 12:39:53,1725266393619,-4,02/09/2024 04:39:53,183710,6,questionnaire-7y3d,,39836516,i1rct27q,11651220,,complete,uxtqpg,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1821x798,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725280798455,02/09/2024 12:39:58,1725266398455,-4,02/09/2024 04:39:58,183710,6,questionnaire-7y3d,,39836516,i1rct27q,11651220,,complete,uxtqpg,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1821x798,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
1,1725276738023,02/09/2024 11:32:18,1725258738023,-5,02/09/2024 01:32:18,183710,6,questionnaire-7y3d,,39833599,fjdxuwl4,11650702,,complete,yvxngr,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1707x1067,1707x932,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,BEGIN,,,,,
2,1725276748577,02/09/2024 11:32:28,1725258748577,-5,02/09/2024 01:32:28,183710,6,questionnaire-7y3d,,39833599,fjdxuwl4,11650702,,complete,yvxngr,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1707x1067,1707x932,,,0,Debrief,1,B_1PatExt_2AlexInt,,,,,info,,END,,,,,
END OF FILE
