Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Randomise questionnaire elements?,Question Key,Response
1,1706884958546,02/02/2024 14:42:38,1706884959114,-7,02/02/2024 07:42:39,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1920x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,BEGIN QUESTIONNAIRE,
2,1706885256461,02/02/2024 14:47:36,1706885256577,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-1,4
3,1706885256633,02/02/2024 14:47:36,1706885256578,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-1-quantised,5
4,1706885256633,02/02/2024 14:47:36,1706885256578,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-2,4
5,1706885256633,02/02/2024 14:47:36,1706885256578,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-2-quantised,5
6,1706885256633,02/02/2024 14:47:36,1706885256578,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-3,4
7,1706885256633,02/02/2024 14:47:36,1706885256578,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-3-quantised,5
8,1706885256633,02/02/2024 14:47:36,1706885256578,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-4,4
9,1706885256633,02/02/2024 14:47:36,1706885256578,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-4-quantised,5
10,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-5,4
11,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-5-quantised,5
12,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-6,4
13,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-6-quantised,5
14,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-7,4
15,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-7-quantised,5
16,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-8,4
17,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-8-quantised,5
18,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-9,4
19,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-9-quantised,5
20,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-10,4
21,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-10-quantised,5
22,1706885256633,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-11,4
23,1706885256803,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-11-quantised,5
24,1706885256803,02/02/2024 14:47:36,1706885256579,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-12,4
25,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-12-quantised,5
26,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-13,4
27,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-13-quantised,5
28,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-14,4
29,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-14-quantised,5
30,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-15,4
31,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-15-quantised,5
32,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-16,4
33,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-16-quantised,5
34,1706885256803,02/02/2024 14:47:36,1706885256580,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-17,4
35,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-17-quantised,5
36,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-18,4
37,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-18-quantised,5
38,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-19,4
39,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-19-quantised,5
40,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-20,4
41,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-20-quantised,5
42,1706885256803,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-21,4
43,1706885256979,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-21-quantised,5
44,1706885256979,02/02/2024 14:47:36,1706885256581,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-22,4
45,1706885256979,02/02/2024 14:47:36,1706885256582,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-22-quantised,5
46,1706885256979,02/02/2024 14:47:36,1706885256582,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-23,4
47,1706885256979,02/02/2024 14:47:36,1706885256582,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-23-quantised,5
48,1706885256979,02/02/2024 14:47:36,1706885256582,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-24,4
49,1706885256979,02/02/2024 14:47:36,1706885256582,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-24-quantised,5
50,1706885256979,02/02/2024 14:47:36,1706885256582,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-25,4
51,1706885256979,02/02/2024 14:47:36,1706885256582,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-25-quantised,5
52,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-26,4
53,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-26-quantised,5
54,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-27,4
55,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-27-quantised,5
56,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-28,4
57,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-28-quantised,5
58,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-29,4
59,1706885256979,02/02/2024 14:47:36,1706885256583,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-29-quantised,5
60,1706885256979,02/02/2024 14:47:36,1706885256584,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-30,4
61,1706885256979,02/02/2024 14:47:36,1706885256584,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-30-quantised,5
62,1706885256979,02/02/2024 14:47:36,1706885256584,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-31,4
63,1706885257136,02/02/2024 14:47:37,1706885256584,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-31-quantised,5
64,1706885257136,02/02/2024 14:47:37,1706885256584,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-32,4
65,1706885257136,02/02/2024 14:47:37,1706885256585,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-32-quantised,5
66,1706885257136,02/02/2024 14:47:37,1706885256585,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-33,4
67,1706885257136,02/02/2024 14:47:37,1706885256585,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-33-quantised,5
68,1706885257136,02/02/2024 14:47:37,1706885256585,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-34,4
69,1706885257136,02/02/2024 14:47:37,1706885256585,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-34-quantised,5
70,1706885257136,02/02/2024 14:47:37,1706885256585,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-35,4
71,1706885257136,02/02/2024 14:47:37,1706885256586,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-35-quantised,5
72,1706885257136,02/02/2024 14:47:37,1706885256586,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-36,4
73,1706885257136,02/02/2024 14:47:37,1706885256586,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-36-quantised,5
74,1706885257136,02/02/2024 14:47:37,1706885256586,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-37,4
75,1706885257136,02/02/2024 14:47:37,1706885256586,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-37-quantised,5
76,1706885257136,02/02/2024 14:47:37,1706885256586,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-38,4
77,1706885257136,02/02/2024 14:47:37,1706885256587,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-38-quantised,5
78,1706885257136,02/02/2024 14:47:37,1706885256587,-7,02/02/2024 07:47:36,163181,2,questionnaire-83ca,,34735411,p3uaop6k,10269258,,complete,fzlshn,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1903x945,,,,SCL-90 R_english,1,A_1PatAnx_2AlexNorm,AB,No,response-1-39,4
