Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
2,1707328402855,07/02/2024 17:53:22,1707317602855,-3,07/02/2024 11:53:22,163181,2,questionnaire-7y3d,,34895449,szjrz20r,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1879x901,,,0,Debrief,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,END,,,,,
1,1707336694186,07/02/2024 20:11:34,1707318694186,-5,07/02/2024 10:11:34,163181,2,questionnaire-7y3d,,34900156,xz34z3il,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,0,Debrief,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,BEGIN,,,,,
2,1707336713842,07/02/2024 20:11:53,1707318713842,-5,07/02/2024 10:11:53,163181,2,questionnaire-7y3d,,34900156,xz34z3il,10318720,,complete,rvnkvw,,computer,Desktop or Laptop,Windows 7,Firefox 115.0,1366x768,1366x615,,,0,Debrief,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,END,,,,,
1,1707338313205,07/02/2024 20:38:33,1707316713205,-6,07/02/2024 08:38:33,163181,2,questionnaire-7y3d,,34900898,3a7bvlgt,10319013,,complete,qzyhwf,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1920x1080,1454x818,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,BEGIN,,,,,
2,1707338316592,07/02/2024 20:38:36,1707316716592,-6,07/02/2024 08:38:36,163181,2,questionnaire-7y3d,,34900898,3a7bvlgt,10319013,,complete,qzyhwf,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1920x1080,1454x818,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,END,,,,,
1,1707349334460,07/02/2024 23:42:14,1707352934460,1,08/02/2024 01:42:14,163181,2,questionnaire-7y3d,,34904783,yhrn4pjx,10320108,,complete,zsdjss,,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,360x760,980x1679,,,0,Debrief,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,BEGIN,,,,,
2,1707349371112,07/02/2024 23:42:51,1707352971112,1,08/02/2024 01:42:51,163181,2,questionnaire-7y3d,,34904783,yhrn4pjx,10320108,,complete,zsdjss,,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,360x760,980x1832,,,0,Debrief,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,END,,,,,
1,1707422725192,08/02/2024 20:05:25,1707393925192,-8,08/02/2024 04:05:25,163181,2,questionnaire-7y3d,,34944796,idwbggks,10331151,,complete,ehedmn,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1872x932,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,BEGIN,,,,,
2,1707422768644,08/02/2024 20:06:08,1707393968644,-8,08/02/2024 04:06:08,163181,2,questionnaire-7y3d,,34944796,idwbggks,10331151,,complete,ehedmn,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1920x1080,1872x932,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,END,,,,,
1,1707430760777,08/02/2024 22:19:20,1707412760777,-5,08/02/2024 12:19:20,163181,2,questionnaire-7y3d,,34949055,o12sv0n2,10332661,,complete,bdmtpi,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x679,,,0,Debrief,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,BEGIN,,,,,
2,1707430763788,08/02/2024 22:19:23,1707412763788,-5,08/02/2024 12:19:23,163181,2,questionnaire-7y3d,,34949055,o12sv0n2,10332661,,complete,bdmtpi,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x679,,,0,Debrief,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,END,,,,,
1,1707431075912,08/02/2024 22:24:35,1707413075912,-5,08/02/2024 12:24:35,163181,2,questionnaire-7y3d,,34949176,0c90el9w,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1536x684,,,0,Debrief,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,BEGIN,,,,,
2,1707431093229,08/02/2024 22:24:53,1707413093229,-5,08/02/2024 12:24:53,163181,2,questionnaire-7y3d,,34949176,0c90el9w,10332599,,complete,vunyvs,,computer,Desktop or Laptop,Windows 10,Firefox 122.0,1536x864,1536x684,,,0,Debrief,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,END,,,,,
1,1707446481989,09/02/2024 02:41:21,1707428481989,-5,08/02/2024 16:41:21,163181,2,questionnaire-7y3d,,34952671,akpkuoxm,10333863,,complete,kbmvnb,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,Debrief,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,BEGIN,,,,,
2,1707446484956,09/02/2024 02:41:24,1707428484956,-5,08/02/2024 16:41:24,163181,2,questionnaire-7y3d,,34952671,akpkuoxm,10333863,,complete,kbmvnb,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x695,,,0,Debrief,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,END,,,,,
1,1707450913658,09/02/2024 03:55:13,1707479713658,8,09/02/2024 19:55:13,163181,2,questionnaire-7y3d,,34953216,uh6ldmy0,10333977,,complete,skspfc,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x911,,,0,Debrief,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,BEGIN,,,,,
2,1707450923074,09/02/2024 03:55:23,1707479723074,8,09/02/2024 19:55:23,163181,2,questionnaire-7y3d,,34953216,uh6ldmy0,10333977,,complete,skspfc,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1920x1080,1920x911,,,0,Debrief,1,B_2PatNorm_1AlexAnx,BA,,,,,5,,END,,,,,
1,1707463014780,09/02/2024 07:16:54,1707481014780,5.5,09/02/2024 17:46:54,163181,2,questionnaire-7y3d,,34954242,609s8171,10334394,,complete,rsbcki,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x551,,,0,Debrief,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,BEGIN,,,,,
2,1707463052897,09/02/2024 07:17:32,1707481052897,5.5,09/02/2024 17:47:32,163181,2,questionnaire-7y3d,,34954242,609s8171,10334394,,complete,rsbcki,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x551,,,0,Debrief,1,A_1PatAnx_2AlexNorm,AB,,,,,5,,END,,,,,
1,1707465938337,09/02/2024 08:05:38,1707447938337,-5,08/02/2024 22:05:38,163181,2,questionnaire-7y3d,,34954569,06d141bx,10334514,,complete,hmdvqa,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1600x900,1600x739,,,0,Debrief,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,BEGIN,,,,,
2,1707465950424,09/02/2024 08:05:50,1707447950424,-5,08/02/2024 22:05:50,163181,2,questionnaire-7y3d,,34954569,06d141bx,10334514,,complete,hmdvqa,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1600x900,1600x739,,,0,Debrief,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,END,,,,,
1,1707592143759,10/02/2024 19:09:03,1707574143759,-5,10/02/2024 09:09:03,163181,2,questionnaire-7y3d,,34996658,7u34t3ez,10346871,,complete,ywarov,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x1009,,,0,Debrief,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,BEGIN,,,,,
2,1707592172319,10/02/2024 19:09:32,1707574172319,-5,10/02/2024 09:09:32,163181,2,questionnaire-7y3d,,34996658,7u34t3ez,10346871,,complete,ywarov,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x1009,,,0,Debrief,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,END,,,,,
1,1707595697108,10/02/2024 20:08:17,1707577697108,-5,10/02/2024 10:08:17,163181,2,questionnaire-7y3d,,34997304,k3prpztd,10347192,,complete,smlzkq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1623x991,,,0,Debrief,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,BEGIN,,,,,
2,1707595712553,10/02/2024 20:08:32,1707577712553,-5,10/02/2024 10:08:32,163181,2,questionnaire-7y3d,,34997304,k3prpztd,10347192,,complete,smlzkq,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1623x991,,,0,Debrief,1,A_2AlexNorm_1PatAnx,BA,,,,,5,,END,,,,,
1,1707626959749,11/02/2024 04:49:19,1707644959749,5.5,11/02/2024 15:19:19,163181,2,questionnaire-7y3d,,35002935,u10nch2b,10348325,,complete,nktfwc,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x800,1280x678,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,BEGIN,,,,,
2,1707627014375,11/02/2024 04:50:14,1707645014375,5.5,11/02/2024 15:20:14,163181,2,questionnaire-7y3d,,35002935,u10nch2b,10348325,,complete,nktfwc,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x800,2560x1356,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,END,,,,,
1,1707693080130,11/02/2024 23:11:20,1707664280130,-8,11/02/2024 07:11:20,163181,2,questionnaire-7y3d,,35019046,snpc19wc,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,0,Debrief,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,BEGIN,,,,,
2,1707693140357,11/02/2024 23:12:20,1707664340357,-8,11/02/2024 07:12:20,163181,2,questionnaire-7y3d,,35019046,snpc19wc,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,0,Debrief,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,END,,,,,
1,1707752897377,12/02/2024 15:48:17,1707734897377,-5,12/02/2024 05:48:17,163181,2,questionnaire-7y3d,,35049413,6189mvyw,10358415,,complete,maamnx,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2048x1152,1515x900,,,0,Debrief,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,BEGIN,,,,,
2,1707752900971,12/02/2024 15:48:20,1707734900971,-5,12/02/2024 05:48:20,163181,2,questionnaire-7y3d,,35049413,6189mvyw,10358415,,complete,maamnx,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2048x1152,1515x900,,,0,Debrief,1,B_2PatNorm_1AlexAnx,AB,,,,,5,,END,,,,,
1,1707758937812,12/02/2024 17:28:57,1707776937812,5.5,13/02/2024 03:58:57,163181,2,questionnaire-7y3d,,35057617,9iz6y9bx,10360718,,complete,pomrgi,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1544x739,1536x735,,,0,Debrief,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,BEGIN,,,,,
2,1707758960876,12/02/2024 17:29:20,1707776960876,5.5,13/02/2024 03:59:20,163181,2,questionnaire-7y3d,,35057617,9iz6y9bx,10360718,,complete,pomrgi,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1544x739,1536x735,,,0,Debrief,1,A_1PatAnx_2AlexNorm,BA,,,,,5,,END,,,,,
1,1707779161160,12/02/2024 23:06:01,1707753961160,-7,12/02/2024 09:06:01,163181,2,questionnaire-7y3d,,35072523,vqhq1v7o,10366087,,complete,tmqfxr,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1277x910,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,BEGIN,,,,,
2,1707779166338,12/02/2024 23:06:06,1707753966338,-7,12/02/2024 09:06:06,163181,2,questionnaire-7y3d,,35072523,vqhq1v7o,10366087,,complete,tmqfxr,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1277x910,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,END,,,,,
1,1707799964077,13/02/2024 04:52:44,1707771164077,-8,12/02/2024 12:52:44,163181,2,questionnaire-7y3d,,35076469,91rdfwf3,10367266,,complete,rshwjw,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1280x689,,,0,Debrief,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,BEGIN,,,,,
2,1707799976306,13/02/2024 04:52:56,1707771176306,-8,12/02/2024 12:52:56,163181,2,questionnaire-7y3d,,35076469,91rdfwf3,10367266,,complete,rshwjw,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,1280x689,,,0,Debrief,1,B_1AlexAnx_2PatNorm,BA,,,,,5,,END,,,,,
1,1707832021603,13/02/2024 13:47:01,1707810421603,-6,13/02/2024 01:47:01,163181,2,questionnaire-7y3d,,35094804,0kpshnls,10371835,,complete,klebag,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1440,1463x731,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,BEGIN,,,,,
2,1707832031130,13/02/2024 13:47:11,1707810431130,-6,13/02/2024 01:47:11,163181,2,questionnaire-7y3d,,35094804,0kpshnls,10371835,,complete,klebag,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,2560x1440,1463x731,,,0,Debrief,1,A_2AlexNorm_1PatAnx,AB,,,,,5,,END,,,,,
END OF FILE
