"Participant.Private.ID","Participant.Status","gorillaExp","arm","Question.Key","Response","order","chatType","question","chat_condition","questionFull","bfi44_extraversion","bfi44_agreeableness","bfi44_conscientiousness","bfi44_neuroticism","bfi44_openness","chat","quest","aff_score"
11652658,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation",0.75,28,30,25,43,"Extrovert","enjoy",1
11652658,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",5,"Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them",0.75,28,30,25,43,"Introvert","distant",-2
11652658,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them",0.75,28,30,25,43,"Extrovert","distant",1
11652658,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",2,"Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me",0.75,28,30,25,43,"Introvert","understood",-1
11652658,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",4,"Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me",0.75,28,30,25,43,"Extrovert","understood",1
11652658,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",4,"Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me",0.75,28,30,25,43,"Introvert","different",-1
11652658,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me",0.75,28,30,25,43,"Extrovert","different",1
11652658,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",2,"Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again",0.75,28,30,25,43,"Introvert","chat-again",-1
11652658,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",4,"Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again",0.75,28,30,25,43,"Extrovert","chat-again",1
11652702,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar",0.6875,25,30,23,42,"Introvert","similar",1
11652702,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",2,"Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar",0.6875,25,30,23,42,"Extrovert","similar",-1
11652702,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation",0.6875,25,30,23,42,"Introvert","enjoy",1
11652702,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation",0.6875,25,30,23,42,"Extrovert","enjoy",1
11652702,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them",0.6875,25,30,23,42,"Introvert","distant",1
11652702,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them",0.6875,25,30,23,42,"Extrovert","distant",1
11652702,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me",0.6875,25,30,23,42,"Introvert","understood",1
11652702,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",3,"Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me",0.6875,25,30,23,42,"Extrovert","understood",0
11652702,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",3,"Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me",0.6875,25,30,23,42,"Introvert","different",0
11652702,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",4,"Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me",0.6875,25,30,23,42,"Extrovert","different",-1
11652702,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again",0.6875,25,30,23,42,"Introvert","chat-again",1
11652702,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",3,"Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again",0.6875,25,30,23,42,"Extrovert","chat-again",0
11652900,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",1,"Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar",0.75,24,37,28,31,"Extrovert","similar",-2
11652900,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",5,"Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar",0.75,24,37,28,31,"Introvert","similar",2
11652900,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",2,"Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation",0.75,24,37,28,31,"Extrovert","enjoy",-1
11652900,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",5,"Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation",0.75,24,37,28,31,"Introvert","enjoy",2
11652900,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",3,"Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them",0.75,24,37,28,31,"Extrovert","distant",0
11652900,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",2,"Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them",0.75,24,37,28,31,"Introvert","distant",1
11652900,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",2,"Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me",0.75,24,37,28,31,"Extrovert","understood",-1
11652900,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",5,"Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me",0.75,24,37,28,31,"Introvert","understood",2
11652900,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",5,"Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me",0.75,24,37,28,31,"Extrovert","different",-2
11652900,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",2,"Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me",0.75,24,37,28,31,"Introvert","different",1
11652900,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",1,"Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again",0.75,24,37,28,31,"Extrovert","chat-again",-2
11652900,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",4,"Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again",0.75,24,37,28,31,"Introvert","chat-again",1
11653598,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",3,"Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar",0.78125,29,30,23,39,"Introvert","similar",0
11653598,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",3,"Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar",0.78125,29,30,23,39,"Extrovert","similar",0
11653598,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation",0.78125,29,30,23,39,"Introvert","enjoy",1
11653598,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation",0.78125,29,30,23,39,"Extrovert","enjoy",1
11653598,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them",0.78125,29,30,23,39,"Introvert","distant",1
11653598,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them",0.78125,29,30,23,39,"Extrovert","distant",1
11653598,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me",0.78125,29,30,23,39,"Introvert","understood",1
11653598,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",4,"Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me",0.78125,29,30,23,39,"Extrovert","understood",1
11653598,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",3,"Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me",0.78125,29,30,23,39,"Introvert","different",0
11653598,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",3,"Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me",0.78125,29,30,23,39,"Extrovert","different",0
11653598,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again",0.78125,29,30,23,39,"Introvert","chat-again",1
11653598,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",3,"Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again",0.78125,29,30,23,39,"Extrovert","chat-again",0
11665444,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar",0.65625,37,35,32,25,"Extrovert","similar",1
11665444,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",3,"Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar",0.65625,37,35,32,25,"Introvert","similar",0
11665444,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",5,"Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation",0.65625,37,35,32,25,"Extrovert","enjoy",2
11665444,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",5,"Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation",0.65625,37,35,32,25,"Introvert","enjoy",2
11665444,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",1,"Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them",0.65625,37,35,32,25,"Extrovert","distant",2
11665444,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",1,"Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them",0.65625,37,35,32,25,"Introvert","distant",2
11665444,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",5,"Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me",0.65625,37,35,32,25,"Extrovert","understood",2
11665444,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",5,"Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me",0.65625,37,35,32,25,"Introvert","understood",2
11665444,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me",0.65625,37,35,32,25,"Extrovert","different",1
11665444,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",1,"Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me",0.65625,37,35,32,25,"Introvert","different",2
11665444,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",5,"Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again",0.65625,37,35,32,25,"Extrovert","chat-again",2
11665444,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",5,"Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again",0.65625,37,35,32,25,"Introvert","chat-again",2
11665450,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",5,"Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar",0.46875,33,42,27,26,"Introvert","similar",2
11665450,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",5,"Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar",0.46875,33,42,27,26,"Extrovert","similar",2
11665450,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",5,"Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation",0.46875,33,42,27,26,"Introvert","enjoy",2
11665450,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",5,"Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation",0.46875,33,42,27,26,"Extrovert","enjoy",2
11665450,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them",0.46875,33,42,27,26,"Introvert","distant",1
11665450,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",1,"Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them",0.46875,33,42,27,26,"Extrovert","distant",2
11665450,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me",0.46875,33,42,27,26,"Introvert","understood",1
11665450,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me",0.46875,33,42,27,26,"Extrovert","understood",2
11665450,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",2,"Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me",0.46875,33,42,27,26,"Introvert","different",1
11665450,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",3,"Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me",0.46875,33,42,27,26,"Extrovert","different",0
11665450,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",5,"Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again",0.46875,33,42,27,26,"Introvert","chat-again",2
11665450,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",5,"Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again",0.46875,33,42,27,26,"Extrovert","chat-again",2
11665465,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",5,"Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar",0.65625,29,29,26,41,"Extrovert","similar",2
11665465,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",2,"Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar",0.65625,29,29,26,41,"Introvert","similar",-1
11665465,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",5,"Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation",0.65625,29,29,26,41,"Extrovert","enjoy",2
11665465,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",2,"Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation",0.65625,29,29,26,41,"Introvert","enjoy",-1
11665465,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",1,"Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them",0.65625,29,29,26,41,"Extrovert","distant",2
11665465,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",5,"Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them",0.65625,29,29,26,41,"Introvert","distant",-2
11665465,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",5,"Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me",0.65625,29,29,26,41,"Extrovert","understood",2
11665465,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",1,"Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me",0.65625,29,29,26,41,"Introvert","understood",-2
11665465,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me",0.65625,29,29,26,41,"Extrovert","different",1
11665465,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",4,"Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me",0.65625,29,29,26,41,"Introvert","different",-1
11665465,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",5,"Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again",0.65625,29,29,26,41,"Extrovert","chat-again",2
11665465,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",2,"Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again",0.65625,29,29,26,41,"Introvert","chat-again",-1
11665605,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",4,"Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar",0.71875,28,33,25,36,"Extrovert","similar",1
11665605,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",2,"Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar",0.71875,28,33,25,36,"Introvert","similar",-1
11665605,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",4,"Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation",0.71875,28,33,25,36,"Extrovert","enjoy",1
11665605,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",4,"Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation",0.71875,28,33,25,36,"Introvert","enjoy",1
11665605,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",2,"Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them",0.71875,28,33,25,36,"Extrovert","distant",1
11665605,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",4,"Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them",0.71875,28,33,25,36,"Introvert","distant",-1
11665605,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",4,"Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me",0.71875,28,33,25,36,"Extrovert","understood",1
11665605,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",3,"Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me",0.71875,28,33,25,36,"Introvert","understood",0
11665605,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",2,"Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me",0.71875,28,33,25,36,"Extrovert","different",1
11665605,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",4,"Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me",0.71875,28,33,25,36,"Introvert","different",-1
11665605,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",4,"Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again",0.71875,28,33,25,36,"Extrovert","chat-again",1
11665605,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",3,"Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again",0.71875,28,33,25,36,"Introvert","chat-again",0
11665637,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",2,"Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar",0.8125,27,28,23,38,"Introvert","similar",-1
11665637,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar",0.8125,27,28,23,38,"Extrovert","similar",1
11665637,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",5,"Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation",0.8125,27,28,23,38,"Introvert","enjoy",2
11665637,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",5,"Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation",0.8125,27,28,23,38,"Extrovert","enjoy",2
11665637,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",4,"Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them",0.8125,27,28,23,38,"Introvert","distant",-1
11665637,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",1,"Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them",0.8125,27,28,23,38,"Extrovert","distant",2
11665637,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me",0.8125,27,28,23,38,"Introvert","understood",1
11665637,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me",0.8125,27,28,23,38,"Extrovert","understood",2
11665637,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",4,"Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me",0.8125,27,28,23,38,"Introvert","different",-1
11665637,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me",0.8125,27,28,23,38,"Extrovert","different",1
11665637,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",5,"Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again",0.8125,27,28,23,38,"Introvert","chat-again",2
11665637,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",5,"Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again",0.8125,27,28,23,38,"Extrovert","chat-again",2
11665717,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar",0.8125,29,30,20,39,"Introvert","similar",1
11665717,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",5,"Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar",0.8125,29,30,20,39,"Extrovert","similar",2
11665717,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation",0.8125,29,30,20,39,"Introvert","enjoy",1
11665717,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",5,"Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation",0.8125,29,30,20,39,"Extrovert","enjoy",2
11665717,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them",0.8125,29,30,20,39,"Introvert","distant",1
11665717,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",1,"Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them",0.8125,29,30,20,39,"Extrovert","distant",2
11665717,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me",0.8125,29,30,20,39,"Introvert","understood",1
11665717,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",5,"Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me",0.8125,29,30,20,39,"Extrovert","understood",2
11665717,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",2,"Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me",0.8125,29,30,20,39,"Introvert","different",1
11665717,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",1,"Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me",0.8125,29,30,20,39,"Extrovert","different",2
11665717,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again",0.8125,29,30,20,39,"Introvert","chat-again",1
11665717,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",5,"Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again",0.8125,29,30,20,39,"Extrovert","chat-again",2
11665781,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",2,"Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar",0.625,24,25,25,38,"Introvert","similar",-1
11665781,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar",0.625,24,25,25,38,"Extrovert","similar",1
11665781,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised",4,"Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation",0.625,24,25,25,38,"Introvert","enjoy",1
11665781,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised",4,"Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation",0.625,24,25,25,38,"Extrovert","enjoy",1
11665781,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised",2,"Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them",0.625,24,25,25,38,"Introvert","distant",1
11665781,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised",2,"Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them",0.625,24,25,25,38,"Extrovert","distant",1
11665781,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised",4,"Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me",0.625,24,25,25,38,"Introvert","understood",1
11665781,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised",4,"Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me",0.625,24,25,25,38,"Extrovert","understood",1
11665781,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised",2,"Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me",0.625,24,25,25,38,"Introvert","different",1
11665781,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised",2,"Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me",0.625,24,25,25,38,"Extrovert","different",1
11665781,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised",4,"Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again",0.625,24,25,25,38,"Introvert","chat-again",1
11665781,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised",4,"Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again",0.625,24,25,25,38,"Extrovert","chat-again",1
11665846,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised",3,"Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar",1,31,29,25,31,"Extrovert","similar",0
11665846,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised",1,"Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar",1,31,29,25,31,"Introvert","similar",-2
11665846,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised",1,"Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation",1,31,29,25,31,"Extrovert","enjoy",-2
11665846,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised",1,"Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation",1,31,29,25,31,"Introvert","enjoy",-2
11665846,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised",5,"Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them",1,31,29,25,31,"Extrovert","distant",-2
11665846,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised",5,"Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them",1,31,29,25,31,"Introvert","distant",-2
11665846,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised",1,"Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me",1,31,29,25,31,"Extrovert","understood",-2
11665846,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised",1,"Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me",1,31,29,25,31,"Introvert","understood",-2
11665846,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised",5,"Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me",1,31,29,25,31,"Extrovert","different",-2
11665846,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised",5,"Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me",1,31,29,25,31,"Introvert","different",-2
11665846,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised",1,"Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again",1,31,29,25,31,"Extrovert","chat-again",-2
11665846,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised",1,"Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again",1,31,29,25,31,"Introvert","chat-again",-2
11666017,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised",4,"Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar",0.78125,32,29,25,37,"Introvert","similar",1
11666017,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised",4,"Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar",0.78125,32,29,25,37,"Extrovert","similar",1
