"Participant.Private.ID","Participant.Status","gorillaExp","arm","Question.Key","Response","order","chatType","question","chat_condition","questionFull"
11581555,"complete","A","A_1AlexExt_2PatInt","enjoy-pat-quantised","3","Extrovert first","Introvert","enjoy","alex_ext","I enjoyed our <br>conversation"
11581555,"complete","A","A_1AlexExt_2PatInt","distant-alex-quantised","2","Extrovert first","Extrovert","distant","alex_ext","I felt distant <br>from them"
11581555,"complete","A","A_1AlexExt_2PatInt","distant-pat-quantised","3","Extrovert first","Introvert","distant","alex_ext","I felt distant <br>from them"
11581555,"complete","A","A_1AlexExt_2PatInt","understood-alex-quantised","4","Extrovert first","Extrovert","understood","alex_ext","I felt that <br>they understood me"
11581555,"complete","A","A_1AlexExt_2PatInt","understood-pat-quantised","3","Extrovert first","Introvert","understood","alex_ext","I felt that <br>they understood me"
11581555,"complete","A","A_1AlexExt_2PatInt","different-alex-quantised","3","Extrovert first","Extrovert","different","alex_ext","I felt that they were <br>different from me"
11581555,"complete","A","A_1AlexExt_2PatInt","different-pat-quantised","4","Extrovert first","Introvert","different","alex_ext","I felt that they were <br>different from me"
11581555,"complete","A","A_1AlexExt_2PatInt","chat-again-alex-quantised","5","Extrovert first","Extrovert","chat-again","alex_ext","I would chat <br>with them again"
11581555,"complete","A","A_1AlexExt_2PatInt","chat-again-pat-quantised","3","Extrovert first","Introvert","chat-again","alex_ext","I would chat <br>with them again"
11581620,"complete","A","A_2PatInt_1AlexExt","similar-pat-quantised","3","Introvert first","Introvert","similar","pat_int","I felt that <br>we are similar"
11581620,"complete","A","A_2PatInt_1AlexExt","similar-alex-quantised","2","Introvert first","Extrovert","similar","pat_int","I felt that <br>we are similar"
11581620,"complete","A","A_2PatInt_1AlexExt","enjoy-pat-quantised","3","Introvert first","Introvert","enjoy","pat_int","I enjoyed our <br>conversation"
11581620,"complete","A","A_2PatInt_1AlexExt","enjoy-alex-quantised","4","Introvert first","Extrovert","enjoy","pat_int","I enjoyed our <br>conversation"
11581620,"complete","A","A_2PatInt_1AlexExt","distant-pat-quantised","4","Introvert first","Introvert","distant","pat_int","I felt distant <br>from them"
11581620,"complete","A","A_2PatInt_1AlexExt","distant-alex-quantised","2","Introvert first","Extrovert","distant","pat_int","I felt distant <br>from them"
11581620,"complete","A","A_2PatInt_1AlexExt","understood-pat-quantised","4","Introvert first","Introvert","understood","pat_int","I felt that <br>they understood me"
11581620,"complete","A","A_2PatInt_1AlexExt","understood-alex-quantised","4","Introvert first","Extrovert","understood","pat_int","I felt that <br>they understood me"
11581620,"complete","A","A_2PatInt_1AlexExt","different-pat-quantised","4","Introvert first","Introvert","different","pat_int","I felt that they were <br>different from me"
11581620,"complete","A","A_2PatInt_1AlexExt","different-alex-quantised","4","Introvert first","Extrovert","different","pat_int","I felt that they were <br>different from me"
11581620,"complete","A","A_2PatInt_1AlexExt","chat-again-pat-quantised","2","Introvert first","Introvert","chat-again","pat_int","I would chat <br>with them again"
11581620,"complete","A","A_2PatInt_1AlexExt","chat-again-alex-quantised","4","Introvert first","Extrovert","chat-again","pat_int","I would chat <br>with them again"
11582083,"complete","A","A_2PatInt_1AlexExt","similar-pat-quantised","5","Introvert first","Introvert","similar","pat_int","I felt that <br>we are similar"
11582083,"complete","A","A_2PatInt_1AlexExt","similar-alex-quantised","5","Introvert first","Extrovert","similar","pat_int","I felt that <br>we are similar"
11582083,"complete","A","A_2PatInt_1AlexExt","enjoy-pat-quantised","5","Introvert first","Introvert","enjoy","pat_int","I enjoyed our <br>conversation"
11582083,"complete","A","A_2PatInt_1AlexExt","enjoy-alex-quantised","4","Introvert first","Extrovert","enjoy","pat_int","I enjoyed our <br>conversation"
11582083,"complete","A","A_2PatInt_1AlexExt","distant-pat-quantised","1","Introvert first","Introvert","distant","pat_int","I felt distant <br>from them"
11582083,"complete","A","A_2PatInt_1AlexExt","distant-alex-quantised","1","Introvert first","Extrovert","distant","pat_int","I felt distant <br>from them"
11582083,"complete","A","A_2PatInt_1AlexExt","understood-pat-quantised","4","Introvert first","Introvert","understood","pat_int","I felt that <br>they understood me"
11582083,"complete","A","A_2PatInt_1AlexExt","understood-alex-quantised","5","Introvert first","Extrovert","understood","pat_int","I felt that <br>they understood me"
11582083,"complete","A","A_2PatInt_1AlexExt","different-pat-quantised","1","Introvert first","Introvert","different","pat_int","I felt that they were <br>different from me"
11582083,"complete","A","A_2PatInt_1AlexExt","different-alex-quantised","1","Introvert first","Extrovert","different","pat_int","I felt that they were <br>different from me"
11582083,"complete","A","A_2PatInt_1AlexExt","chat-again-pat-quantised","5","Introvert first","Introvert","chat-again","pat_int","I would chat <br>with them again"
11582083,"complete","A","A_2PatInt_1AlexExt","chat-again-alex-quantised","5","Introvert first","Extrovert","chat-again","pat_int","I would chat <br>with them again"
11602380,"complete","A","A_1AlexExt_2PatInt","similar-alex-quantised","4","Extrovert first","Extrovert","similar","alex_ext","I felt that <br>we are similar"
11602380,"complete","A","A_1AlexExt_2PatInt","similar-pat-quantised","3","Extrovert first","Introvert","similar","alex_ext","I felt that <br>we are similar"
11602380,"complete","A","A_1AlexExt_2PatInt","enjoy-alex-quantised","4","Extrovert first","Extrovert","enjoy","alex_ext","I enjoyed our <br>conversation"
11602380,"complete","A","A_1AlexExt_2PatInt","enjoy-pat-quantised","4","Extrovert first","Introvert","enjoy","alex_ext","I enjoyed our <br>conversation"
11602380,"complete","A","A_1AlexExt_2PatInt","distant-alex-quantised","2","Extrovert first","Extrovert","distant","alex_ext","I felt distant <br>from them"
11602380,"complete","A","A_1AlexExt_2PatInt","distant-pat-quantised","3","Extrovert first","Introvert","distant","alex_ext","I felt distant <br>from them"
11602380,"complete","A","A_1AlexExt_2PatInt","understood-alex-quantised","4","Extrovert first","Extrovert","understood","alex_ext","I felt that <br>they understood me"
11602380,"complete","A","A_1AlexExt_2PatInt","understood-pat-quantised","3","Extrovert first","Introvert","understood","alex_ext","I felt that <br>they understood me"
11602380,"complete","A","A_1AlexExt_2PatInt","different-alex-quantised","2","Extrovert first","Extrovert","different","alex_ext","I felt that they were <br>different from me"
11602380,"complete","A","A_1AlexExt_2PatInt","different-pat-quantised","4","Extrovert first","Introvert","different","alex_ext","I felt that they were <br>different from me"
11602380,"complete","A","A_1AlexExt_2PatInt","chat-again-alex-quantised","4","Extrovert first","Extrovert","chat-again","alex_ext","I would chat <br>with them again"
11602380,"complete","A","A_1AlexExt_2PatInt","chat-again-pat-quantised","3","Extrovert first","Introvert","chat-again","alex_ext","I would chat <br>with them again"
11650702,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","2","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11650702,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","2","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11650702,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","3","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11650702,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","3","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11650702,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","4","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11650702,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","4","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11650702,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","1","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11650702,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","1","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11650702,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","5","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11650702,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","5","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11650702,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","2","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11650702,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","2","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11651220,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","4","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11651220,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","1","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11651220,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","5","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11651220,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","1","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11651220,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","1","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11651220,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","5","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11651220,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","4","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11651220,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","2","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11651220,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","1","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11651220,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","4","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11651220,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","4","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11651220,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","1","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11651466,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","5","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11651466,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","3","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11651466,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","5","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11651466,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","4","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11651466,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","2","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11651466,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","3","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11651466,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","5","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11651466,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","3","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11651466,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","2","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11651466,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","3","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11651466,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","5","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11651466,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","3","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11651689,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","5","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11651689,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","5","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11651689,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","5","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11651689,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","5","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11651689,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","1","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11651689,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","1","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11651689,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","5","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11651689,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","5","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11651689,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","2","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11651689,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","2","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11651689,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","5","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11651689,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","5","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11652569,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","2","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11652569,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","4","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11652569,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","2","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11652569,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","5","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11652569,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","2","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11652569,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","5","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11652569,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","2","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11652569,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","5","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11652569,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","2","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11652569,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","5","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11652569,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","4","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11652569,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","5","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11652658,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","2","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11652658,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","4","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11652658,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","3","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11652658,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","4","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11652658,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","5","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11652658,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","2","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11652658,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","2","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11652658,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","4","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11652658,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","4","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11652658,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","2","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11652658,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","2","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11652658,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","4","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11652702,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","4","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11652702,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","2","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11652702,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","4","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11652702,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","4","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11652702,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","2","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11652702,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","2","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11652702,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","4","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11652702,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","3","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11652702,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","3","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11652702,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","4","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11652702,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","4","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11652702,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","3","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11652900,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","1","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11652900,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","5","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11652900,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","2","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11652900,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","5","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11652900,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","3","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11652900,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","2","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11652900,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","2","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11652900,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","5","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11652900,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","5","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11652900,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","2","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11652900,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","1","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11652900,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","4","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11653598,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","3","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11653598,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","3","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11653598,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","4","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11653598,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","4","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11653598,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","2","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11653598,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","2","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11653598,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","4","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11653598,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","4","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11653598,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","3","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11653598,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","3","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11653598,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","4","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11653598,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","3","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11665439,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","5","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11665439,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","4","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11665439,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","4","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11665439,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","4","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11665439,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","4","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11665439,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","2","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11665439,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","3","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11665439,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","5","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11665439,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","3","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11665439,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","2","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11665439,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","4","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11665439,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","5","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11665444,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","4","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11665444,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","3","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11665444,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","5","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11665444,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","5","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11665444,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","1","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
11665444,"complete","B","B_1PatExt_2AlexInt","distant-alex-quantised","1","Introvert first","Introvert","distant","pat_ext","I felt distant <br>from them"
11665444,"complete","B","B_1PatExt_2AlexInt","understood-pat-quantised","5","Introvert first","Extrovert","understood","pat_ext","I felt that <br>they understood me"
11665444,"complete","B","B_1PatExt_2AlexInt","understood-alex-quantised","5","Introvert first","Introvert","understood","pat_ext","I felt that <br>they understood me"
11665444,"complete","B","B_1PatExt_2AlexInt","different-pat-quantised","2","Introvert first","Extrovert","different","pat_ext","I felt that they were <br>different from me"
11665444,"complete","B","B_1PatExt_2AlexInt","different-alex-quantised","1","Introvert first","Introvert","different","pat_ext","I felt that they were <br>different from me"
11665444,"complete","B","B_1PatExt_2AlexInt","chat-again-pat-quantised","5","Introvert first","Extrovert","chat-again","pat_ext","I would chat <br>with them again"
11665444,"complete","B","B_1PatExt_2AlexInt","chat-again-alex-quantised","5","Introvert first","Introvert","chat-again","pat_ext","I would chat <br>with them again"
11665450,"complete","B","B_2AlexInt_1PatExt","similar-alex-quantised","5","Extrovert first","Introvert","similar","alex_int","I felt that <br>we are similar"
11665450,"complete","B","B_2AlexInt_1PatExt","similar-pat-quantised","5","Extrovert first","Extrovert","similar","alex_int","I felt that <br>we are similar"
11665450,"complete","B","B_2AlexInt_1PatExt","enjoy-alex-quantised","5","Extrovert first","Introvert","enjoy","alex_int","I enjoyed our <br>conversation"
11665450,"complete","B","B_2AlexInt_1PatExt","enjoy-pat-quantised","5","Extrovert first","Extrovert","enjoy","alex_int","I enjoyed our <br>conversation"
11665450,"complete","B","B_2AlexInt_1PatExt","distant-alex-quantised","2","Extrovert first","Introvert","distant","alex_int","I felt distant <br>from them"
11665450,"complete","B","B_2AlexInt_1PatExt","distant-pat-quantised","1","Extrovert first","Extrovert","distant","alex_int","I felt distant <br>from them"
11665450,"complete","B","B_2AlexInt_1PatExt","understood-alex-quantised","4","Extrovert first","Introvert","understood","alex_int","I felt that <br>they understood me"
11665450,"complete","B","B_2AlexInt_1PatExt","understood-pat-quantised","5","Extrovert first","Extrovert","understood","alex_int","I felt that <br>they understood me"
11665450,"complete","B","B_2AlexInt_1PatExt","different-alex-quantised","2","Extrovert first","Introvert","different","alex_int","I felt that they were <br>different from me"
11665450,"complete","B","B_2AlexInt_1PatExt","different-pat-quantised","3","Extrovert first","Extrovert","different","alex_int","I felt that they were <br>different from me"
11665450,"complete","B","B_2AlexInt_1PatExt","chat-again-alex-quantised","5","Extrovert first","Introvert","chat-again","alex_int","I would chat <br>with them again"
11665450,"complete","B","B_2AlexInt_1PatExt","chat-again-pat-quantised","5","Extrovert first","Extrovert","chat-again","alex_int","I would chat <br>with them again"
11665465,"complete","B","B_1PatExt_2AlexInt","similar-pat-quantised","5","Introvert first","Extrovert","similar","pat_ext","I felt that <br>we are similar"
11665465,"complete","B","B_1PatExt_2AlexInt","similar-alex-quantised","2","Introvert first","Introvert","similar","pat_ext","I felt that <br>we are similar"
11665465,"complete","B","B_1PatExt_2AlexInt","enjoy-pat-quantised","5","Introvert first","Extrovert","enjoy","pat_ext","I enjoyed our <br>conversation"
11665465,"complete","B","B_1PatExt_2AlexInt","enjoy-alex-quantised","2","Introvert first","Introvert","enjoy","pat_ext","I enjoyed our <br>conversation"
11665465,"complete","B","B_1PatExt_2AlexInt","distant-pat-quantised","1","Introvert first","Extrovert","distant","pat_ext","I felt distant <br>from them"
