Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,Randomise questionnaire elements?,Question Key,Response
11,1733419364362,05/12/2024 17:22:44,1733419364088,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-alex-quantised,3
12,1733419364362,05/12/2024 17:22:44,1733419364088,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-pat,Disagree
13,1733419364362,05/12/2024 17:22:44,1733419364088,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-pat-quantised,2
14,1733419364362,05/12/2024 17:22:44,1733419364088,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-alex,Agree
15,1733419364362,05/12/2024 17:22:44,1733419364088,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-alex-quantised,4
16,1733419364362,05/12/2024 17:22:44,1733419364088,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-pat,Agree
17,1733419364362,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-pat-quantised,4
18,1733419364362,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-alex,Neutral
19,1733419364362,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-alex-quantised,3
20,1733419364362,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-pat,Neutral
21,1733419364362,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-pat-quantised,3
22,1733419364362,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-alex,Agree
23,1733419364493,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-alex-quantised,4
24,1733419364493,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-pat,Agree
25,1733419364493,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-pat-quantised,4
26,1733419364493,05/12/2024 17:22:44,1733419364089,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-1-1,Alex
27,1733419364493,05/12/2024 17:22:44,1733419364090,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-1-2,Pat
28,1733419364493,05/12/2024 17:22:44,1733419364090,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-2,My first chat partner seemed like a real person. The conversation was natural and flowed well. Didn't seem too one sided.
29,1733419364493,05/12/2024 17:22:44,1733419364090,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-3,"My second chat partner seemed more like a motivational bot. Started out fine, but got very repetitive. Felt like he was just cheering me on. Didn't really add anything interesting being motivational pep talk."
30,1733419364493,05/12/2024 17:22:44,1733419364090,-5,05/12/2024 12:22:44,183710,9,questionnaire-wcll,,41832064,BLIND,12218235,,complete,oyzwsr,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x812,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,END QUESTIONNAIRE,149075
1,1733423196474,05/12/2024 18:26:36,1733423196352,-5,05/12/2024 13:26:36,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1323x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,BEGIN QUESTIONNAIRE,
2,1733423592748,05/12/2024 18:33:12,1733423592312,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-alex,Disagree
3,1733423592931,05/12/2024 18:33:12,1733423592314,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-alex-quantised,2
4,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-pat,Agree
5,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-pat-quantised,4
6,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-alex,Agree
7,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-alex-quantised,4
8,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-pat,Agree
9,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-pat-quantised,4
10,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-alex,Neutral
11,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-alex-quantised,3
12,1733423592931,05/12/2024 18:33:12,1733423592315,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-pat,Disagree
13,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-pat-quantised,2
14,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-alex,Strongly Agree
15,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-alex-quantised,5
16,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-pat,Strongly Agree
17,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,understood-pat-quantised,5
18,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-alex,Strongly Agree
19,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-alex-quantised,5
20,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-pat,Strongly Agree
21,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,different-pat-quantised,5
22,1733423592931,05/12/2024 18:33:12,1733423592316,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-alex,Agree
23,1733423593086,05/12/2024 18:33:13,1733423592317,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-alex-quantised,4
24,1733423593086,05/12/2024 18:33:13,1733423592317,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-pat,Strongly Agree
25,1733423593086,05/12/2024 18:33:13,1733423592317,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,chat-again-pat-quantised,5
26,1733423593086,05/12/2024 18:33:13,1733423592317,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-1-1,Pat
27,1733423593086,05/12/2024 18:33:13,1733423592317,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-1-2,Alex
28,1733423593086,05/12/2024 18:33:13,1733423592317,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-2,I felt that Pat was more outgoing as well as forthcoming with information which allowed the conversation to flow more easily.  Also this Individual seemed to share more interests with me and could even teach me things if I spent more time with them.
29,1733423593086,05/12/2024 18:33:13,1733423592317,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,response-3,Alex was more introverted and needed to be specifically prompted to answer questions and I do not like to feel as though I am interviewing someone during a conversation.  Also their interests were somewhat bland so I feel that they may not be open to lively suggestions about new topics.  Lastly I enjoy learning from People I meet and Alex did not feel like I could learn a lot from them.
30,1733423593086,05/12/2024 18:33:13,1733423592318,-5,05/12/2024 13:33:12,183710,9,questionnaire-wcll,,41836406,BLIND,12219557,,complete,rcmzmw,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1304x820,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,END QUESTIONNAIRE,395966
1,1733429745529,05/12/2024 20:15:45,1733429745360,-5,05/12/2024 15:15:45,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,BEGIN QUESTIONNAIRE,
2,1733429856131,05/12/2024 20:17:36,1733429855992,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-alex,Strongly Disagree
3,1733429856231,05/12/2024 20:17:36,1733429855993,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-alex-quantised,1
4,1733429856231,05/12/2024 20:17:36,1733429855993,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-pat,Agree
5,1733429856231,05/12/2024 20:17:36,1733429855993,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,similar-pat-quantised,4
6,1733429856231,05/12/2024 20:17:36,1733429855993,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-alex,Strongly Disagree
7,1733429856231,05/12/2024 20:17:36,1733429855993,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-alex-quantised,1
8,1733429856231,05/12/2024 20:17:36,1733429855994,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-pat,Agree
9,1733429856231,05/12/2024 20:17:36,1733429855994,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,enjoy-pat-quantised,4
10,1733429856231,05/12/2024 20:17:36,1733429855994,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-alex,Strongly Agree
11,1733429856231,05/12/2024 20:17:36,1733429855994,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-alex-quantised,5
12,1733429856231,05/12/2024 20:17:36,1733429855994,-5,05/12/2024 15:17:35,183710,9,questionnaire-wcll,,41839547,BLIND,12220463,,complete,jlaguh,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1903x911,,,,Overall Bot Questionnaire: Alex then Pat,1,B_2AlexInt_1PatExt,No,distant-pat,Disagree
