Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-czhu,order-m1q4,Randomise questionnaire elements?,Question Key,Response
12,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-alex,Disagree
13,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-alex-quantised,2
14,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-pat,Neutral
15,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-pat-quantised,3
16,1707147767327,05/02/2024 15:42:47,1707147767296,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-alex,Agree
17,1707147767327,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-alex-quantised,4
18,1707147767327,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-pat,Agree
19,1707147767327,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-pat-quantised,4
20,1707147767327,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-alex,Disagree
21,1707147767327,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-alex-quantised,2
22,1707147767327,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-pat,Agree
23,1707147767457,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-pat-quantised,4
24,1707147767457,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-alex,Agree
25,1707147767457,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-alex-quantised,4
26,1707147767457,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-1-1,Alex
27,1707147767457,05/02/2024 15:42:47,1707147767297,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-1-2,Pat
28,1707147767457,05/02/2024 15:42:47,1707147767298,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-2,Alex was more entertaining
29,1707147767457,05/02/2024 15:42:47,1707147767298,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-3,I felt that Pat really needs someone to help reassure them all the time
30,1707147767457,05/02/2024 15:42:47,1707147767298,-5,05/02/2024 10:42:47,163181,2,questionnaire-7ewr,,34815197,BLIND,10290591,,complete,ajpowt,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1519x730,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,END QUESTIONNAIRE,62581
1,1707327534851,07/02/2024 17:38:54,1707327534482,-3,07/02/2024 14:38:54,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1879x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,BEGIN QUESTIONNAIRE,
2,1707327736377,07/02/2024 17:42:16,1707327735452,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-pat,Strongly Disagree
3,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-pat-quantised,1
4,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-alex,Agree
5,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,similar-alex-quantised,4
6,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-pat,Disagree
7,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-pat-quantised,2
8,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-alex,Strongly Agree
9,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,enjoy-alex-quantised,5
10,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-pat,Agree
11,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-pat-quantised,4
12,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-alex,Disagree
13,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,distant-alex-quantised,2
14,1707327736599,07/02/2024 17:42:16,1707327735454,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-pat,Strongly Disagree
15,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-pat-quantised,1
16,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-alex,Agree
17,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,understood-alex-quantised,4
18,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-pat,Strongly Agree
19,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-pat-quantised,5
20,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-alex,Disagree
21,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,different-alex-quantised,2
22,1707327736599,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-pat,Strongly Disagree
23,1707327736838,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-pat-quantised,1
24,1707327736838,07/02/2024 17:42:16,1707327735455,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-alex,Neutral
25,1707327736838,07/02/2024 17:42:16,1707327735456,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,chat-again-alex-quantised,3
26,1707327736838,07/02/2024 17:42:16,1707327735456,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-1-1,Alex
27,1707327736838,07/02/2024 17:42:16,1707327735456,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-1-2,Pat
28,1707327736838,07/02/2024 17:42:16,1707327735456,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-2,"Alex was more ""happy"" went it comes to living and trying new things."
29,1707327736838,07/02/2024 17:42:16,1707327735456,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,response-3,"Pat was a little depressing, everyone has their own problems, but thats how life is, you cant private yourself from everything and just pretend life isnt going by."
30,1707327736838,07/02/2024 17:42:16,1707327735457,-3,07/02/2024 14:42:15,163181,2,questionnaire-7ewr,,34895026,BLIND,10317326,,complete,hjmiit,,computer,Desktop or Laptop,Windows 10,Opera 106.0.0.0,1920x1080,1864x901,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,AB,No,END QUESTIONNAIRE,200975
1,1707692594875,11/02/2024 23:03:14,1707692594605,-8,11/02/2024 15:03:14,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1484x645,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,BEGIN QUESTIONNAIRE,
2,1707692749879,11/02/2024 23:05:49,1707692748455,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-pat,Strongly Disagree
3,1707692750075,11/02/2024 23:05:50,1707692748460,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-pat-quantised,1
4,1707692750075,11/02/2024 23:05:50,1707692748461,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-alex,Strongly Disagree
5,1707692750075,11/02/2024 23:05:50,1707692748464,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,similar-alex-quantised,1
6,1707692750075,11/02/2024 23:05:50,1707692748465,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-pat,Disagree
7,1707692750075,11/02/2024 23:05:50,1707692748466,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-pat-quantised,2
8,1707692750075,11/02/2024 23:05:50,1707692748466,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-alex,Neutral
9,1707692750075,11/02/2024 23:05:50,1707692748469,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,enjoy-alex-quantised,3
10,1707692750075,11/02/2024 23:05:50,1707692748470,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-pat,Agree
11,1707692750075,11/02/2024 23:05:50,1707692748472,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-pat-quantised,4
12,1707692750075,11/02/2024 23:05:50,1707692748473,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-alex,Neutral
13,1707692750075,11/02/2024 23:05:50,1707692748474,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,distant-alex-quantised,3
14,1707692750075,11/02/2024 23:05:50,1707692748475,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-pat,Strongly Disagree
15,1707692750075,11/02/2024 23:05:50,1707692748477,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-pat-quantised,1
16,1707692750075,11/02/2024 23:05:50,1707692748478,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-alex,Strongly Disagree
17,1707692750075,11/02/2024 23:05:50,1707692748478,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,understood-alex-quantised,1
18,1707692750075,11/02/2024 23:05:50,1707692748479,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-pat,Strongly Agree
19,1707692750075,11/02/2024 23:05:50,1707692748480,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-pat-quantised,5
20,1707692750075,11/02/2024 23:05:50,1707692748482,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-alex,Strongly Agree
21,1707692750075,11/02/2024 23:05:50,1707692748483,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,different-alex-quantised,5
22,1707692750075,11/02/2024 23:05:50,1707692748484,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,chat-again-pat,Strongly Disagree
23,1707692750269,11/02/2024 23:05:50,1707692748484,-8,11/02/2024 15:05:48,163181,2,questionnaire-7ewr,,35018946,BLIND,10351970,,complete,zmeghz,,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1187x667,1188x516,,,,Overall Bot Questionnaire: Pat then Alex,1,A_1PatAnx_2AlexNorm,BA,No,chat-again-pat-quantised,1
